#separator:Comma
#html:true
#guid column:1
#notetype:Cloze
#deck column:4
#tags column:5
#columns:GUID,Text,Back Extra,Deck,Tags
CCS21-826e14f2,The family-pension rule's sub-rule (8)(a): widow is{{c1::INCOME-IMMUNE}}— a widow earning Rs 2 lakh/month claims full FP. Decide.,<b>Rule:</b> ALLOW in full — family-pension imposes NO income test on widows/widowers; income gates apply only to the family-pension rule childless-remarried and the family-pension rule's sub-rule children/parents/siblings.<br><br><b>Hinglish:</b> Vidva-kamao-chahe-jitna — FP-poora.<br><br><b>Ref:</b> Rule 50(8)(a); Rule 50(8); Rule 50(8)(b); Rule 50(9),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Evaluation CCS_Pension::Rule_50 Priority::Critical
CCS21-ea3c27cc,"The family-pension rule's sub-rule (8)(c):{{c1::EQUAL shares}}to multiple widows — 3 widows, FP Rs 30,000: each? One dies leaving 2 children: her Rs 10,000 goes?","<b>Rule:</b> Rs 10,000 each; on death her share → HER 2 children (Rs 5,000 each), NOT co-widows; only if she is childless does it flow to other widows.<br><br><b>Hinglish:</b> 10-10-10 barabar; hissa-uske-bacchon-ko.<br><br><b>Ref:</b> Rule 50(8)(c); Rule 50(8)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Application CCS_Pension::Rule_50 Priority::High
CCS21-6c3fff75,"The family-pension rule's sub-rule (9)(a)(i): son needs ALL THREE —{{c1::&lt;25}}+{{c2::unmarried}}+{{c3::not earning}}— son 23, married, unemployed: eligible?",<b>Rule:</b> NO — marriage alone exits him (all three are cumulative). Son 24-unmarried-employed-above-threshold: also NO (earning exits).<br><br><b>Hinglish:</b> Teen-shart-ikathi — shaadi-ya-kamaai-bahar.<br><br><b>Ref:</b> Rule 50(9)(a)(i); Rule 50(9),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Threshold Evaluation CCS_Pension::Rule_50 Priority::High
CCS21-f83aa85d,"The family-pension rule's sub-rule (9)(a)(ii): daughter eligible while{{c1::unmarried OR widowed OR divorced}}+{{c2::not earning}}— divorced daughter earning Rs 8,000 at 60% DR: eligible?","<b>Rule:</b> YES if 8,000 &lt; livelihood threshold (9,000+DR = 14,400) — divorce RE-OPENS the gate; earning below threshold keeps it open. Marriage closes it (till widowhood/divorce re-opens).<br><br><b>Hinglish:</b> Talaq-darwaza-kholo; shaadi-band-karo.<br><br><b>Ref:</b> Rule 50(9)(a)(ii); Rule 50(9)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Application CCS_Pension::Rule_50 Priority::High
CCS21-06e7c5e3,"The family-pension rule's sub-rule (9)(a)(iii): DISABLED child —{{c1::NO age limit}}, lifelong subject to its limiting clause / the family-pension rule).",<b>Rule:</b> Disability (certified) removes the 25-year bar; dependency + income tests continue for life.<br><br><b>Hinglish:</b> Divyang-baccha-umarheen-aajivan.<br><br><b>Ref:</b> Rule 50(9)(a)(iii); Rule 50(9); Rule 50(15)(c); Rule 50(9)(h)(v),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Threshold CCS_Pension::Rule_50 Priority::High
CCS21-a642fc4a,The family-pension rule's sub-rule (9)(d){{c1::birth order}}: elder son 24 employed (ineligible) + younger son 20 unemployed: who draws?,"<b>Rule:</b> YOUNGER draws — birth order sets the QUEUE, but ineligibility of the elder passes the turn (queue ≠ forfeiture for others); elder's later unemployment does NOT displace the younger mid-stream (one-way queue per; re-entry unaddressed in bare text).<br><br><b>Hinglish:</b> Bada-naalayak to chhota-aage.<br><br><b>Ref:</b> Rule 50(9)(d), (e); Rule 50(9); Rule 50(e)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Scenario Application CCS_Pension::Rule_50 Priority::High
CCS21-32a306e5,The family-pension rule's sub-rule (9)(e): elder CEASES (marriage/job/25) →{{c1::younger steps in}}— elder later divorced/unemployed: does FP revert to elder?,<b>Rule:</b> NO reversion mid-queue (one-way queue per wording; re-entry unaddressed in bare text) — queue moves ONE way.<br><br><b>Hinglish:</b> Kataar-aage-hi-badhti — peeche-nahi.<br><br><b>Ref:</b> Rule 50(9)(e); Rule 50(9); Rule 50(e),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Evaluation CCS_Pension::Rule_50 Priority::Medium
CCS21-2844901f,The family-pension rule's sub-rule (9)(f): MINOR's FP is drawn through a{{c1::guardian}}— minor turns 18 mid-stream: what changes?,<b>Rule:</b> Guardianship ENDS at majority; the (still-eligible) child draws directly; bare only routes via guardian — no accounting clause in.<br><br><b>Hinglish:</b> 18-par-guardian-chhutti — khud-lo.<br><br><b>Ref:</b> Rule 50(9)(f); Rule 50(9); Rule 50(f),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 CCS_Pension::Rule_50 Priority::High
CCS21-4e681fb1,"The family-pension rule's sub-rule (9)(g): TWINS share{{c1::EQUALLY}}— FP Rs 25,000, twins + elder eligible brother 22: split?","<b>Rule:</b> Elder (birth order ) draws FIRST alone; twins share only when THEIR turn comes (Rs 12,500 each, fractions ignored per the family-pension rule). Twins ≠ queue-jumpers.<br><br><b>Hinglish:</b> Judvaan-baari-par-aadha-aadha — kataar-tod-nahi.<br><br><b>Ref:</b> Rule 50(9)(d), (g); Rule 50(7)(b); Rule 50(9); Rule 50(d)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Application CCS_Pension::Rule_50 Priority::High
CCS21-60488b94,The family-pension rule's sub-rule (9)(i)(iv): divorce{{c1::FILED during the servant's lifetime}}suffices — decree comes AFTER death: daughter eligible?,<b>Rule:</b> YES — filing (not decree) during lifetime preserves the claim; the proviso defeats the 'still-married-at-death' objection.<br><br><b>Hinglish:</b> Arzi-kaafi — faisla-baad-me-bhi-chalega.<br><br><b>Trap:</b> Filed vs decreed.<br><br><b>Ref:</b> Rule 50(9)(i)(iv); Rule 50(9),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Exam_Trap CCS_Pension::Rule_50 Priority::High
CCS21-0db38f72,The family-pension rule's sub-rule (9)(j):{{c1::QUEUE ≠ DISQUALIFICATION}}— younger child waits 5 years for elder's turn to end: right alive?,<b>Rule:</b> YES — mere waiting never kills the vested remainder; only INELIGIBILITY (age/marriage/earning) kills.<br><br><b>Hinglish:</b> Intezaar-haq-nahi-maarta.<br><br><b>Ref:</b> Rule 50(9)(j); Rule 50(9),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 CCS_Pension::Rule_50 Priority::High
CCS21-d2dc5762,The family-pension rule's sub-rule (11): siblings need{{c1::WHOLE dependence}}+{{c2::disability}}(same criteria as disabled children) — earning brother claims: decide.,<b>Rule:</b> REJECT — partial dependence fails 'wholly dependent'; siblings are the LAST tier with the HARDEST test.<br><br><b>Hinglish:</b> Bhai-poori-tarha-aashrit-tabhi — aakhri-kataar-sakht-shart.<br><br><b>Ref:</b> Rule 50(11),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Evaluation CCS_Pension::Rule_50 Priority::High
CCS21-31f267db,The family-pension rule's sub-rule (12) proof ladder{{c1::ITR &gt; employer certificate &gt; self-declaration}}: claimant offers ONLY self-declaration though employed. Decide.,"<b>Rule:</b> REJECT as insufficient — employed claimants must produce the HIGHER proof (employer certificate/ITR); self-declaration is the last resort for the unprovable, not a shortcut.<br><br><b>Hinglish:</b> Naukri-ho-to-malik-patra-lao — khud-ghoshna-aakhri.<br><br><b>Ref:</b> Rule 50(12)(a)-(d); Rule 50(12)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Evaluation CCS_Pension::Rule_50 Priority::High
CCS21-18e81b28,The family-pension rule's sub-rule (15)(e) (2024 verified): servant files family details '{{c1::AGAIN in Form 6-A}}' at retirement — why 'again'?,"<b>Rule:</b> Because Form 4 already holds standing family details; 6-A RE-CONFIRMS them at exit (guards stale nominations/claims). Verified G.S.R. 410(E) cl.2.<br><br><b>Hinglish:</b> Form4-pehle, 6-A-phir — taaza-tasdeek.<br><br><b>Ref:</b> Rule 50(15)(e); G.S.R. 410(E); Rule 50(15)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Form_6A GSR_410_E_2024 CCS_Pension::Rule_50 Priority::High
CCS21-c688301b,The family-pension rule's sub-rule (15)(g) –(i): Form 4 is{{c1::EVIDENTIARY}}— Form 4 names X as spouse; rival Y claims widowhood with marriage proof. Decide.,"<b>Rule:</b> Form 4 is evidence, NOT conclusive — Y's marriage proof can rebut it; HoO/AO weigh all evidence (Form 4 never blocks inquiry).<br><br><b>Hinglish:</b> Form4-saboot-pakka-nahi — doosra-saboot-jeet-sakta.<br><br><b>Ref:</b> Rule 50(15)(g), (h), (i); Rule 50(15)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Form Evaluation CCS_Pension::Rule_50 Priority::High
CCS21-5d3fc10e,"The missing-persons rule's sub-rule (1)(a): missing servant's family gets{{c1::the family-pension rule's sub-rule (2) RATES}}with{{c2::SERVICE-DEATH eligibility}}— i.e., the (ii) 50%-for-10y track, not the (iii) track.","<b>Rule:</b> Disappearance = deemed service-death for rate purposes (10y enhanced, no 67-fence).<br><br><b>Hinglish:</b> Laapata-naukri-maut-maano — 10-saal-50%.<br><br><b>Ref:</b> Rule 51(1)(a); Rule 51(1); Rule 50(2)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Missing_Person CCS_Pension::Rule_51 Priority::High
CCS21-388bb23f,"The missing-persons rule's sub-rule (3): missing FAMILY pensioner —{{c1::TWO dates, whichever LATER}}(mirror of the missing-persons rule). Servant=LATEST(3) vs pensioner=LATER(2): why the difference?","<b>Rule:</b> Servants have a LEAVE-date third input (duty nexus); pensioners draw no leave/pay — only paid-till + report exist. Structure follows the money-trail.<br><br><b>Hinglish:</b> Naukriwale-3 (chhutti-samet); pensionwale-2.<br><br><b>Ref:</b> Rule 51(1)(b), (2)(b), (3); Rule 51(3); Rule 51(2)(b)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Synthesis CCS_Pension::Rule_51 Priority::High
CCS21-2f1b8ba9,The missing-persons rule's sub-rule (5): TWO police papers —{{c1::FIR}}+{{c2::UNTRACED report}}— why is FIR alone insufficient?,"<b>Rule:</b> FIR proves REPORTING; untraced report proves POLICE GAVE UP finding — the second converts 'missing' into 'presumptively dead' for benefits. Both mandatory.<br><br><b>Hinglish:</b> FIR-khabar, untraced-haar — dono-laazmi.<br><br><b>Ref:</b> Rule 51(5)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Procedure CCS_Pension::Rule_51 Priority::High
CCS21-c5aafc57,"The missing-persons rule's sub-rule (6): pay base ={{c1::last date ON DUTY or expiry of SANCTIONED leave}}— servant on sanctioned leave till 15.03, vanishes 10.03 (mid-leave): base date?",<b>Rule:</b> 15.03 (leave-expiry) — sanctioned leave protects the base; unauthorised absence would peg to last duty date.<br><br><b>Hinglish:</b> Manzoor-chhutti-aakhri-tak-raksha.<br><br><b>Ref:</b> Rule 51(6),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Scenario Application CCS_Pension::Rule_51 Priority::High
CCS21-4297af97,The missing-persons rule's sub-rule (8)(b): death gratuity ONLY after{{c1::7 YEARS}}or{{c2::CONCLUSIVE PROOF}}— body found + identified in year 2: gratuity?,<b>Rule:</b> YES immediately — conclusive proof collapses the 7-year wait; without proof the family waits till 7 years even with FIR + untraced.<br><br><b>Hinglish:</b> Saboot-pakka to 7-saal-khatm.<br><br><b>Ref:</b> Rule 51(8)(b); Rule 51(8),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Timeline Evaluation CCS_Pension::Rule_51 Priority::High
CCS21-79d897b5,"The missing-persons rule's sub-rule (8) delay interest routes through{{c1::the interest rule}}(GPF rate, Secy/JS sanction) — 6-month bar expiry + 2-month admin delay: interest from?",<b>Rule:</b> From bar-end due date (not from FIR) — bar is a lawful wait; only POST-bar admin delay earns interest.<br><br><b>Hinglish:</b> Rok-khatm-ke-baad-ki-deri-par-byaaj.<br><br><b>Ref:</b> Rule 51(8); Rule 65,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Interest_On_Delay Synthesis CCS_Pension::Rule_51 Priority::High
CCS21-0bbf25fe,The missing-persons rule's sub-rule (11) bars payment to{{c1::NON-FAMILY nominees}}during disappearance — outsider nominated under the gratuity-nomination rule's sub-rule (2)(ii): gratuity in year 3?,<b>Rule:</b> NO — (11) freezes outsider-nominee payouts till death is established (7y/proof); family-track FP may still flow to FAMILY under –.<br><br><b>Hinglish:</b> Bahari-nominee-7-saal-ruko — parivaar-pension-chalti-rahe.<br><br><b>Ref:</b> Rule 51(11); Rule 46(2)(ii); Rule 51(1); Rule 51(9),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Nomination CCS_Pension::Rule_51 Priority::High
CCS21-90f1e0f7,Missing pipeline synthesis:{{c1::report (FIR/DDE/GDE)}}→{{c2::LATEST start-date}}→{{c3::6-month bar}}→{{c4::FP + arrears + encashment + GPF}}→{{c5::7 years / conclusive proof}}→{{c6::death gratuity}}— with{{c7::taint-freeze}}+{{c8::outsider-freeze}}+{{c9::interest}}on post-bar delay.,"<b>Rule:</b> 9-node disappearance journey end-to-end.<br><br><b>Hinglish:</b> Report-se-gratuity nau-mod.<br><br><b>Ref:</b> Rule 51; Rules 48, 65; Rule 48; Rule 51(10); Rule 51(11); Rule 65",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Flowchart Synthesis CCS_Pension::Rule_51 Priority::Critical
CCS21-fda6cdd6,TABLE ROW — The definition rule exclusions: which exclusion sits between (d) CPF and (f) foreign-local recruit?{{c1::(e) AIS}}— and which is the ONLY row with an in-built exception?{{c2::(g) contract — 'unless contract provides otherwise'}}.,<b>Table:</b> 8-row exclusion table all 8 clauses; order probe + exception probe.<br><br><b>Hinglish:</b> CPF-AIS-foreign kram; chhoot-wali-pankti sirf-.<br><br><b>Ref:</b> Rule 2(a)-(h); Rule 2; Rule 2(g),CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Rule_02 Visual_Summary CCS_Pension::Rule_02 Priority::High
CCS21-ce4dadaf,TABLE ROW — The definition rule's Explanations: Expl.{{c1::1}}= induction training; Expl.{{c2::4}}= temporary-status 50%; Expl.{{c3::5}}= NPS death/invalidation (39+50); Expl.{{c4::6}}= 1965 temporary-capacity rules.,"<b>Table:</b> 6-row Explanations table (2 = other-scheme, 3 = catch-all order).<br><br><b>Hinglish:</b> 1-training, 4-aadha, 5-NPS, 6-1965.<br><br><b>Ref:</b> Rule 2 Expl.1-6",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Rule_02 Visual_Summary CCS_Pension::Rule_02 Priority::Medium
CCS21-924e7197,TABLE ROW — Conduct vs Proceedings: the conduct rule ={{c1::post-retirement conduct finding (serious crime/grave misconduct)}}; the proceedings rule ={{c2::departmental/judicial PROCEEDINGS (pending or concluded)}}.,"<b>Table:</b> Trigger row of the 7-vs-8 table.<br><br><b>Hinglish:</b> 7-acharan, 8-karyavahi.<br><br><b>Ref:</b> Rule 7; Rule 8",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Rule_07 Rule_08 Visual_Summary Comparison CCS_Pension::Rule_07 Priority::High
CCS21-0c39efd5,TABLE ROW — Conduct vs Proceedings: the conduct rule ={{c1::President only}}; the proceedings rule ={{c2::President / Secretary / C&amp;AG by appointing authority}}(2022).,"<b>Table:</b> Authority row; pre-2022 the proceedings rule was also President-only (HISTORICAL).<br><br><b>Hinglish:</b> 7-ek, 8-teen.<br><br><b>Ref:</b> Rule 7; Rule 8(1); Rule 8",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Rule_07 Rule_08 Visual_Summary Comparison CCS_Pension::Rule_07 Priority::High
CCS21-f675ea33,TABLE ROW — Conduct vs Proceedings: the conduct rule ={{c1::UPSC always + 15+15-day notice}}; the proceedings rule ={{c2::UPSC only for President-route; notice per proceedings rules}}.,<b>Table:</b> Safeguards row.<br><br><b>Hinglish:</b> 7-UPSC-pakka-15+15; 8-UPSC-chuninda.<br><br><b>Ref:</b> Rule 7; Rule 8,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Rule_07 Rule_08 Visual_Summary Comparison CCS_Pension::Rule_07 Priority::High
CCS21-5142c66b,"TABLE ROW — Conduct vs Proceedings: proceedings floor ={{c1::minimum (2nd proviso)}}; proceedings appeal ={{c2::none vs President, else TO President + UPSC (the proceedings rule's sub-rule the appellate clause)}}.",<b>Table:</b> Floor/appeal row (the conduct rule's sub-rule: appeal lies to President + UPSC consult — verified).<br><br><b>Hinglish:</b> Farsh-9-hazar; appeal-Rashtrapati.<br><br><b>Ref:</b> Rule 8(1) 2nd proviso; Rule 8(6A); Rule 7; Rule 8; Rule 44; Rule 44(6A); Rule 7(7); Rule 8(7),CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Rule_08_1 Rule_08_6A Visual_Summary CCS_Pension::Rule_08 Priority::High CCS_Pension::Rule_08_1
CCS21-16f5118c,"TABLE ROW — Commercial Employment vs Foreign Government: the commercial-employment rule ={{c1::COMMERCIAL, Group A, 1-YEAR cooling}}; the foreign-government rule ={{c2::FOREIGN GOVT, NO time limit}}.",<b>Table:</b> Scope row of 9-vs-10.<br><br><b>Hinglish:</b> Company-1-saal vs videsh-hamesha.<br><br><b>Ref:</b> Rule 9; Rule 10,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Rule_09 Rule_10 Visual_Summary Comparison CCS_Pension::Rule_09 Priority::High
CCS21-65037871,TABLE ROW — Commercial Employment vs Foreign Government: the commercial-employment rule ={{c1::Form 1 + 30-day representation + that-spell's pension cut}}; the foreign-government rule ={{c2::NO Form + no pension for the spell (+ longer if directed)}}.,<b>Table:</b> Procedure row; the foreign-government rule's sub-rule: no pension for the spell (+ longer if directed) — verified.<br><br><b>Hinglish:</b> Form1-30din-katoti vs binaForm-dand.<br><br><b>Ref:</b> Rule 9; Rule 10; Rule 10(1); Rule 9(1),CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Rule_09 Rule_10 Visual_Summary Comparison CCS_Pension::Rule_09 Priority::Medium
CCS21-504f49df,TABLE ROW — Civil Return vs Military Counting: the civil-return rule ={{c1::CIVIL compensation/invalid pensioners only (NOT superannuation/retiring)}}; the military-counting rule ={{c2::MILITARY pensioners}}.,<b>Table:</b> Entrant row.<br><br><b>Hinglish:</b> Civil-chuninda vs fauji-sab.<br><br><b>Ref:</b> Rule 19(1); Rule 20(1); Rule 19; Rule 20,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_19 Rule_20 Visual_Summary Comparison CCS_Pension::Rule_19 Priority::High
CCS21-83174e8b,TABLE ROW — Civil Return vs Military Counting: both{{c1::36-month}}instalments; civil-return refunds{{c2::pension drawn + commutation + gratuities}}; military-counting refunds{{c3::military pension + its commutation + gratuities}}(Exp.1(ii) 2022: WAS TO BE REFUNDED).,"<b>Table:</b> Refund row; revival only on FULL refund (the civil-return rule's sub-rule ).<br><br><b>Hinglish:</b> 36-kisht-dono; fauji-ulta-2022.<br><br><b>Ref:</b> Rule 19(3); Rule 20(1), (2); Rule 19; Rule 20",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_19 Rule_20 Visual_Summary Comparison CCS_Pension::Rule_19 Priority::High
CCS21-6c80676d,TABLE ROW — Civil Return vs Military Counting: the civil-return rule's sub-rule (5){{c1::LIMITS later civil pension}}; the military-counting rule's sub-rule (5){{c2::NO limitation}}+ the military-counting rule's sub-rule (4){{c3::deemed condonation}}.,"<b>Table:</b> Outcome row — the exam's favourite contrast.<br><br><b>Hinglish:</b> Civil-seema vs fauji-khula+muaafi.<br><br><b>Ref:</b> Rule 19(5); Rule 20(4), (5); Rule 19; Rule 20; Rule 20(5); Rule 20(4)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_19 Rule_20 Visual_Summary Comparison CCS_Pension::Rule_19 Priority::Critical
CCS21-120440d6,"TABLE ROW — The leave-counting rule leave categories: (i){{c1::leave-salary — ALWAYS}}; second,{{c2::medical EOL — ALWAYS}}; third,{{c3::other EOL — ONLY civil-commotion / higher-scientific-technical-studies}}+{{c4::service-book entry (late till superannuation-minus-6mo, doubt favours servant)}}.","<b>Table:</b> 3-row leave table + entry footnote.<br><br><b>Hinglish:</b> Tankhvah-pakka, bimaari-pakka, baaki-do wajah.<br><br><b>Ref:</b> Rule 21",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_21 Visual_Summary CCS_Pension::Rule_21 Priority::High
CCS21-569321ee,"TABLE ROW — The absence rule: suspension followed by{{c1::RETURN TO DUTY covers reinstatement/death/retirement}}— i.e., row (c) saves the spell even if the servant{{c2::DIES under suspension}}( (subject to its limiting clause suspension rule counting declaration for the gap).",<b>Table:</b> Row- probe: link-break saved; gap-count needs the suspension rule.<br><br><b>Hinglish:</b> Suspension-maut link-bacha; gap-suspension-se.<br><br><b>Ref:</b> Rule 27(1)(c); Rule 23; Rule 27; Rule 27(c),CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_27 Visual_Summary CCS_Pension::Rule_27 Priority::High
CCS21-7f1a012e,"TABLE ROW — The absence rule's sub-rule (1)(b): unauthorised absence AFTER authorised leave is excused only{{c1::TILL the post is SUBSTANTIVELY FILLED}}— after filling, the servant is?",<b>Table:</b> Row- terminator: post filled = lien/excuse ends (past service FORFEITED per absence chapeau — no separate liability clause in the absence rule).<br><br><b>Hinglish:</b> Post-bhari to chhoot-khatm.<br><br><b>Ref:</b> Rule 27(1)(b); Rule 27(1); Rule 27; Rule 27(b),CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_27 Visual_Summary CCS_Pension::Rule_27 Priority::Medium
CCS21-e84d8642,TABLE ROW — Chapter V classes: the superannuation rule{{c1::superannuation (age/extension)}}; the retiring rule{{c2::retiring (self/surplus-VRS/Govt) + ex-gratia top-up}}.,<b>Table:</b> Class rows 33–34.<br><br><b>Hinglish:</b> Umar + teen-retiring.<br><br><b>Ref:</b> Rule 33; Rule 34,CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43,CCS_Pension Rule_33 Rule_34 Classes_Of_Pension Visual_Summary CCS_Pension::Rule_33 Priority::High
CCS21-71c8efc8,TABLE ROW — Chapter V classes: the State-absorption rule{{c1::State/AB absorption (deemed retirement; 'deputation' keyword)}}; the corporate-absorption rule{{c2::PSU/body absorption ('foreign service terms'; no lien; lump-sum option)}}.,<b>Table:</b> Absorption rows 35–36.<br><br><b>Hinglish:</b> Rajya-deputation vs PSU-foreign-terms.<br><br><b>Ref:</b> Rule 35; Rule 36,CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43,CCS_Pension Rule_35 Rule_36 Absorption Visual_Summary CCS_Pension::Rule_35 Priority::High
CCS21-cd326f3f,TABLE ROW — Chapter V classes: the PSU-absorption rule{{c1::en-masse→PSU (3-mo option; 2-yr return; 2025 forfeiture)}}; the AB-transfer rule{{c2::en-masse→AB (same engine; (3)-numbering; trust; Central-DR)}}.,<b>Table:</b> En-masse rows 37–38.<br><br><b>Hinglish:</b> PSU-judvaan-AB — numbering-alag.<br><br><b>Ref:</b> Rule 37; Rule 38,CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43,CCS_Pension Rule_37 Rule_38 Absorption Visual_Summary CCS_Pension::Rule_37 Priority::High
CCS21-14a8d8e1,TABLE ROW — Chapter V classes: the invalid-pension rule{{c1::invalid (RPwD-first; 15/30-day medics; Board&gt;Rs54K; Format 6; 45-day grant; &lt;10y-50% waiver)}}.,<b>Table:</b> Invalid row — densest single row.<br><br><b>Hinglish:</b> Apangta-kaanun-medics-45din-chhoot.<br><br><b>Ref:</b> Rule 39,CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43,CCS_Pension Rule_39 Invalid_Pension Visual_Summary CCS_Pension::Rule_39 Priority::High
CCS21-4df0fb90,TABLE ROW — Chapter V classes: the compulsory-retirement rule{{c1::compulsory (2/3–full band; &lt;full needs President+UPSC; 2/3-now + 3-mo-final; the pension rule floor)}}.,<b>Table:</b> Compulsory row.<br><br><b>Hinglish:</b> 2/3-poori-3-mahine.<br><br><b>Ref:</b> Rule 40; Rule 44,CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43,CCS_Pension Rule_40 Compulsory_Retirement Visual_Summary CCS_Pension::Rule_40 Priority::High
CCS21-5d58f3a4,TABLE ROW — Chapter V classes: the compassionate-allowance rule{{c1::compassion (forfeit + ≤2/3 mercy; suo-motu/plea; 3-mo; 3-factor merits; 6-mo old-window; the pension rule floor)}}.,<b>Table:</b> Compassion row.<br><br><b>Hinglish:</b> Zabt-daya-3-mahine.<br><br><b>Ref:</b> Rule 41; Rule 44,CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43,CCS_Pension Rule_41 Compassionate_Allowance Visual_Summary CCS_Pension::Rule_41 Priority::High
CCS21-7129bc63,"TABLE ROW — Chapter V count check: classes the superannuation rule ={{c1::7 pension classes}}(33, 34, 35, 36, 37, 38, 39) +{{c2::2 penalty/mercy satellites (40, 41)}}— total Chapter-V rules ={{c3::9 (33–41)}}.",<b>Table:</b> Footnote count row.<br><br><b>Hinglish:</b> Saat-varg do-upgrah.<br><br><b>Ref:</b> Rules 33-41,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Classes_Of_Pension Visual_Summary Priority::Medium
CCS21-f4a7de26,TABLE ROW — Premature Retirement vs Voluntary Retirement: INITIATOR + QS + GROUND: the premature-retirement rule{{c1::AUTHORITY / 30y / PUBLIC INTEREST}}; the voluntary-retirement rule{{c2::SERVANT / 20y / NO ground (right)}}.,<b>Table:</b> Core-contrast row.<br><br><b>Hinglish:</b> Sarkar-30-janhit vs khud-20-haq.<br><br><b>Ref:</b> Rule 42(1); Rule 43(1); Rule 42; Rule 43,CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43,CCS_Pension Rule_42 Rule_43 Visual_Summary Comparison CCS_Pension::Rule_42 Priority::Critical
