#separator:Comma
#html:true
#guid column:1
#notetype:Basic
#deck column:4
#tags column:5
#columns:GUID,Front,Back,Deck,Tags
CCS21-814ba899,SCENARIO — Servant completes 18y service; HoO skips verification ('will do at retirement'). Valid?,"<b>Rule:</b> NO — the verification-timeline rule's sub-rule: verification AT 18 YEARS + 5-YEARS-BEFORE-superannuation, conveyed in FORMAT 4 after HoO+AO consultation. Skipping both breaches; the verification-timeline rule's sub-rule: 31-JANUARY report to Secretary tracks compliance.<br><br><b>Hinglish:</b> 18-aur-5-pehle-jaanch-laazmi.<br><br><b>Ref:</b> Rule 30(1), (5); Rule 30(1); Rule 30(5)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_30 Timeline Format Evaluation CCS_Pension::Rule_30 Priority::High
CCS21-9374c840,SCENARIO — The verification-timeline rule verification completed 2020; 2022 amendment changes counting. Reopen?,"<b>Rule:</b> YES, narrowly — the verification-timeline rule's sub-rule: verification FINAL EXCEPT for RULE CHANGES. Amendment-driven delta reopens; fishing re-audit stays barred.<br><br><b>Hinglish:</b> Niyam-badla to khula.<br><br><b>Ref:</b> Rule 30(4); Rule 30",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_30 Evaluation CCS_Pension::Rule_30 Priority::Medium
CCS21-cf147348,SCENARIO — Department abolished; staff rendered surplus. verification timeline trigger?,<b>Rule:</b> YES — the verification-timeline rule's sub-rule: transfer/closure/SURPLUS events trigger verification outside the 18y/5y clocks.<br><br><b>Hinglish:</b> Band-vibhaag-jaanch-turant.<br><br><b>Ref:</b> Rule 30(3); Rule 30,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_30 CCS_Pension::Rule_30 Priority::Medium
CCS21-c2c71dd7,"MASTER SCENARIO — Join 18 (charge day 1) → 2y probation-confirmed → 1y medical EOL → 6mo unauthorised gap (post unfilled, book silent) → 3y UN (contribution paid) → resign WITH permission to State → State service 8y → retire. Compute QS + flag each gate.","<b>Rule:</b> 2 + the provision rule + 0-gap-link-saved(absence/condonation, gap unpaid) + 3 + 8 = 14y countable (+ permission-route resignation saves pre-resignation). Pension (≥10y) + retirement gratuity.<br><br><b>Hinglish:</b> Jod-muaafi-deputation-rajya-14-saal-pension.<br><br><b>Ref:</b> Rules 11-30 synthesis; Rule 26(2); Rule 13(2); Rule 1(leave-counting)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_11 Rule_30 Qualifying_Service Synthesis CCS_Pension::Rule_11 Priority::Critical
CCS21-ad5abbaa,"EX1-STEP1 — Base pick: emoluments Rs 85,000 vs average Rs 82,000. Which and why?","<b>Step:</b> Rs 85,000 — the pension rule's sub-rule: WHICHEVER MORE BENEFICIAL. Always compute BOTH (the emoluments rule vs the average-emoluments rule) first.<br><br><b>Hinglish:</b> Dono-nikaal-jo-bada.<br><br><b>Ref:</b> Rule 44(1); Example 1; Rule 31; Rule 32",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_44 Worked_Example Calculation CCS_Pension::Rule_44 Priority::High
CCS21-3eddd198,EX1-STEP2 — QS 32y4m → six-monthly periods?,<b>Step:</b> 4m ≥ 3m → +1 period (the pension rule's sub-rule ): 64 + 1 = 65 periods = 32.5y. Rounding builds gratuity-periods AND pension-gate years alike.<br><br><b>Hinglish:</b> 4-mahina-aadha-saal.<br><br><b>Ref:</b> Rule 44(7); Example 1,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_44 Worked_Example CCS_Pension::Rule_44 Priority::High
CCS21-bbd2ae25,EX1-STEP3 — Pension-gate check: 32.5y → pension or service gratuity?,"<b>Step:</b> PENSION — ≥10y (the pension rule's sub-rule ); pension near-miss unneeded. &lt;10y would flip to pension service gratuity.<br><br><b>Hinglish:</b> 10-paar-pension.<br><br><b>Ref:</b> Rule 44(1), (8); Example 1; Rule 44(8); Rule 44(2)(3)-(3); Rule 44(1)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_44 Worked_Example CCS_Pension::Rule_44 Priority::High
CCS21-53b22dd7,"EX1-STEP4 — 50% × 85,000 = 42,500: floor/ceiling/rupee checks?","<b>Step:</b> 9,000 ≤ 42,500 ≤ 1,25,000 ✓; the pension rule's sub-rule: already whole rupees, no change. Final: Rs 42,500/mo + DR.<br><br><b>Hinglish:</b> Seema-gol-dono-paas.<br><br><b>Ref:</b> Rule 44(1), (9); Example 1; Rule 44(9)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_44 Worked_Example CCS_Pension::Rule_44 Priority::High
CCS21-d34ce225,EX2-STEP1 — QS 9y10m: apply the pension rule's sub-rule (8). Result?,<b>Step:</b> 9y10m &gt; 9y9m → DEEMED 10y → pension-gate OPENS. Memorise: 9y9m+ = pension; 9y8m = gratuity-only.<br><br><b>Hinglish:</b> 9y9m-paar-darwaza-khula.<br><br><b>Ref:</b> Rule 44(8); Example 2,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_44 Near_Miss Worked_Example CCS_Pension::Rule_44 Priority::Critical
CCS21-5a476498,"EX2-STEP2 — Pension Rs 30,000: is retirement gratuity ALSO due? Compute (20 periods)?","<b>Step:</b> YES — addition not alternative: ¼ × 60,000 × 20 = Rs 3,00,000 (≤16.5× = 9.9L ✓; ≤25L ✓).<br><br><b>Hinglish:</b> Pension-saath-gratuity.<br><br><b>Ref:</b> Rule 45(1)(a); Example 2",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_45 Worked_Example CCS_Pension::Rule_45 Priority::High
CCS21-d05a75f7,EX3-STEP1 — Age 82 → which pension slab and base?,"<b>Step:</b> 80–85 → 20% ON BASIC pension (Rs 30,000), NOT on basic+DR. Base error = classic trap.<br><br><b>Hinglish:</b> Basic-par-20.<br><br><b>Ref:</b> Rule 44(6); Example 3",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_44 Additional_Pension Worked_Example CCS_Pension::Rule_44 Priority::High
CCS21-8501332f,"EX3-STEP2 — Additional Rs 6,000: effective from + DR treatment?","<b>Step:</b> From 1ST OF BIRTH-MONTH; total Rs 36,000 + DR 60% on (basic + additional) = Rs 21,600 → Rs 57,600/mo.<br><br><b>Hinglish:</b> Mahine-pehli-se-DR-sab-par.<br><br><b>Ref:</b> Rule 44(6); Rule 52; Example 3",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_44 Dearness_Relief Worked_Example CCS_Pension::Rule_44 Priority::High
CCS21-524c2157,EX4-STEP1 — QS 6mo / 3y: slab multiples?,"<b>Step:</b> &lt;1y → 2×; 1–5y → 6×. Early-career deaths use FLAT multiples, not half-month math.<br><br><b>Hinglish:</b> Chhoti-seva-flat-guna.<br><br><b>Ref:</b> Rule 45(1)(b); Example 4",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_45 Death_Gratuity Worked_Example CCS_Pension::Rule_45 Priority::High
CCS21-3f5875fa,EX4-STEP2 — QS 7y / 15y: slab multiples + 11y-boundary logic?,<b>Step:</b> 5–11y → 12×; 11–20y → 20×. Exactly-11y falls in 20× band (upper band owns the boundary).<br><br><b>Hinglish:</b> 11-20guna-seema-upar.<br><br><b>Ref:</b> Rule 45(1)(b); Example 4,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_45 Death_Gratuity Worked_Example CCS_Pension::Rule_45 Priority::High
CCS21-0d38f086,EX4-STEP3 — QS 25y (50 periods): arithmetic + 33× check?,"<b>Step:</b> ½ × 70,000 × 50 = 25× = Rs 17.5L ≤ 33× ✓. 20y+ uses HALF-MONTH math (like service gratuity), not flat multiples.<br><br><b>Hinglish:</b> 20-paar-aadha-mahina.<br><br><b>Ref:</b> Rule 45(1)(b); Example 4",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_45 Death_Gratuity Worked_Example CCS_Pension::Rule_45 Priority::High
CCS21-821d77fe,EX4-STEP4 — Base + overall cap order for all five cases?,<b>Step:</b> Base = emoluments + DA-AT-DEATH (the gratuity rule's sub-rule ); THEN 25L overall cap LAST. Cap-first = wrong order.<br><br><b>Hinglish:</b> DA-jod-guna-phir-25L.<br><br><b>Ref:</b> Rule 45(6); Example 4,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_45 Ceiling Worked_Example CCS_Pension::Rule_45 Priority::Critical
CCS21-4b05d3c5,"EX5-STEP1 — Raw: ¼ × 90,000 × 66 =?","<b>Step:</b> Rs 59,40,000 raw. 66 periods = 33y max-counted (16.5× fence coming).<br><br><b>Hinglish:</b> Kaccha-59L.<br><br><b>Ref:</b> Rule 45(1)(a); Example 5",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_45 Worked_Example CCS_Pension::Rule_45 Priority::High
CCS21-0af9c2ba,"EX5-STEP2 — 16.5× cap: Rs 14,85,000. Why does 16.5× = 66 periods × ¼?","<b>Step:</b> ¼ × 66 = 16.5 — the cap EQUALS max-periods arithmetic, so it bites only via... (it caps the MULTIPLE at 16.5× emoluments = Rs 14,85,000). Two-step: raw → 16.5× → 25L.<br><br><b>Hinglish:</b> 16.5-66-ka-chauthai.<br><br><b>Ref:</b> Rule 45(1)(a); Example 5",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_45 Ceiling Worked_Example CCS_Pension::Rule_45 Priority::High
CCS21-85e30936,"EX5-STEP3 — Rs 14,85,000 vs 25L cap: payable?","<b>Step:</b> Rs 14,85,000 (below 25L, no cut). Overall cap is the LAST gate, not the first.<br><br><b>Hinglish:</b> 25L-aakhri-jaanch.<br><br><b>Ref:</b> Rule 45(1) proviso; Example 5",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_45 Ceiling Worked_Example CCS_Pension::Rule_45 Priority::High
CCS21-b5bd7b62,EX6-STEP1 — Gates: death in year 3 of retirement + drawn Rs 4L. gratuity opens?,<b>Step:</b> YES — death WITHIN 5 YEARS of retirement is the gate; drawn-total (pension + gratuity) is the subtrahend.<br><br><b>Hinglish:</b> 5-saal-gate-khula.<br><br><b>Ref:</b> Rule 45(3); Example 6,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_45 Residuary_Gratuity Worked_Example CCS_Pension::Rule_45 Priority::High
CCS21-c3d46c13,"EX6-STEP2 — 12× Rs 50,000 = 6L − 4L = Rs 2L residuary. If drawn were Rs 7L?",<b>Step:</b> NIL — deficiency-only top-up; drawn ≥ 12× benchmark → no residuary. Never negative.<br><br><b>Hinglish:</b> Kami-topup-zyada-shunya.<br><br><b>Ref:</b> Rule 45(3); Example 6,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_45 Residuary_Gratuity Worked_Example CCS_Pension::Rule_45 Priority::High
CCS21-61443be7,"EX7-STEP1 — In-service death, pay 80K: enhanced?","<b>Step:</b> 50% × 80K = Rs 40,000 × 10y (the family-pension rule's sub-rule ); ≤1.25L ✓; no 67-fence.<br><br><b>Hinglish:</b> 40-hazar-10-saal.<br><br><b>Ref:</b> Rule 50(2)(a)(ii); Example 7; Rule 50(2); Rule 50(a); Rule 50(ii)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Worked_Example CCS_Pension::Rule_50 Priority::High
CCS21-e0921365,EX7-STEP2 — After 10y: ordinary? Any fresh sanction?,"<b>Step:</b> 30% × 80K = Rs 24,000 (≤75K ✓), AUTOMATIC per the family-pension rule's sub-rule — no fresh papers.<br><br><b>Hinglish:</b> 24-hazar-khud.<br><br><b>Ref:</b> Rule 50(2)(b); Example 7; Rule 50(2); Rule 50(b)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Worked_Example CCS_Pension::Rule_50 Priority::High
CCS21-12244a15,"EX8-STEP1 — Two widows: split of Rs 30,000 FP?","<b>Step:</b> EQUAL: Rs 15,000 each (the family-pension rule's sub-rule ). Seniority/marriage-date irrelevant.<br><br><b>Hinglish:</b> Barabar-15-15.<br><br><b>Ref:</b> Rule 50(8)(c); Example 8; Rule 50(8); Rule 50(c)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Worked_Example CCS_Pension::Rule_50 Priority::High
CCS21-f2a450f7,"EX8-STEP2 — One widow exits (death/remarriage) leaving children: her Rs 15,000 routes?",<b>Step:</b> → HER children first; ONLY if childless → co-widow. Cascade order is MOTHER-LINE then co-widow.<br><br><b>Hinglish:</b> Uske-bacche-phir-saath.<br><br><b>Ref:</b> Rule 50(8)(c); Example 8,CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_50 Worked_Example CCS_Pension::Rule_50 Priority::High
CCS21-a4bdbf98,EX9-STEP1 — 10-month window: drop which months?,<b>Step:</b> Drop EOL/SUSPENSION zero-pay months (the average-emoluments rule's sub-rule ) — they must not drag the average. (Method: average the window per the average-emoluments rule mechanics.)<br><br><b>Hinglish:</b> Bina-vetan-bahar.<br><br><b>Ref:</b> Rule 32(4); Example 9; Rule 32,CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43,CCS_Pension Rule_32 Average_Emoluments Worked_Example CCS_Pension::Rule_32 Priority::High
CCS21-0faa9ee8,EX9-STEP2 — Due-but-delayed increment: treatment? Pay reduction?,"<b>Step:</b> Increment ADDED notionally (the average-emoluments rule's sub-rule ); reduction IGNORED (the average-emoluments rule's sub-rule ). Average protects the servant both ways.<br><br><b>Hinglish:</b> Increment-jod-ghata-chhodo.<br><br><b>Ref:</b> Rule 32(2), (5), (6); Example 9; Rule 32(5)(6)-(6); Rule 32(2); Rule 32(5); Rule 32(6)",CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43,CCS_Pension Rule_32 Worked_Example CCS_Pension::Rule_32 Priority::High
CCS21-d90d55d6,EX9-STEP3 — Average vs last emoluments: final base?,<b>Step:</b> HIGHER of the two (the pension rule's sub-rule more-beneficial). Pension = 50% × winner.<br><br><b>Hinglish:</b> Jo-bada-wahi.<br><br><b>Ref:</b> Rule 32; Rule 44(1); Example 9; Rule 32(1),CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43,CCS_Pension Rule_32 Rule_44 Worked_Example CCS_Pension::Rule_32 Priority::High
CCS21-87cbc476,EX9A-STEP — Promotion month 4 of 10: which pay feeds months 4–10?,<b>Step:</b> PROMOTED pay from its DUE date (average-emoluments actuals); no backdating before due date; pre-promotion months use old pay.<br><br><b>Hinglish:</b> Padonnat-jab-se-tab-se.<br><br><b>Ref:</b> Rule 32(3); Example 9A,CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43,CCS_Pension Rule_32 Worked_Example CCS_Pension::Rule_32 Priority::Medium
CCS21-babe7424,EX10-STEP — No nomination; widow + son-22 + father: exclusion chain?,<b>Step:</b> Group-1 (widow + son-22) SPLIT equally; father (Group-2) EXCLUDED by gratuity-distribution strict priority — ONE Group-1 survivor suffices.<br><br><b>Hinglish:</b> Group1-baante-Group2-bahar.<br><br><b>Ref:</b> Rule 47(1)(b); Example 10,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_47 Worked_Example CCS_Pension::Rule_47 Priority::High
CCS21-86ec723d,EX11-STEP — Group-1 EMPTY (only father + married daughter): order?,<b>Step:</b> Group-2 in LISTED order: father BEFORE married daughter. Empty-Group-1 is the ONLY key to Group-2.<br><br><b>Hinglish:</b> Group1-khaali-kram-se.<br><br><b>Ref:</b> Rule 47(1)(b); Example 11; Rule 47(vi); Rule 47(viii),CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_47 Worked_Example CCS_Pension::Rule_47 Priority::High
CCS21-4e213505,EX12-STEP — Authority drill: President-appointee / HoO-appointee / IA&amp;AD-auditor?,<b>Step:</b> President+UPSC / Secretary-no-UPSC / C&amp;AG-no-UPSC. Key = APPOINTING authority of the POST.<br><br><b>Hinglish:</b> Niyukti-adhikari-faisla.<br><br><b>Ref:</b> Rule 8(1); Example 12,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Rule_08_1 Worked_Example CCS_Pension::Rule_08 Priority::High CCS_Pension::Rule_08_1
CCS21-0c53cc6a,EX13-STEP — Appeal drill: whose order → where?,<b>Step:</b> President → NONE. Secretary/C&amp;AG → TO PRESIDENT + UPSC (the proceedings rulethe appellate clause). President is first + appellate authority.<br><br><b>Hinglish:</b> Rashtrapati-final-ya-appeal.<br><br><b>Ref:</b> Rule 8(6A); Example 13; Rule 8,CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Rule_08_6A Worked_Example CCS_Pension::Rule_08 Priority::High CCS_Pension::Rule_08_6A
CCS21-24c2b123,"EX14-STEP1 — Superannuation-equivalent Rs 36,000: compulsory-retirement band?","<b>Step:</b> 2/3 (Rs 24,000) → FULL (Rs 36,000). Floor of band, not of mercy.<br><br><b>Hinglish:</b> 24-se-36.<br><br><b>Ref:</b> Rule 40(1); Example 14; Rule 40",CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43,CCS_Pension Rule_40 Worked_Example CCS_Pension::Rule_40 Priority::High
CCS21-83802483,"EX14-STEP2 — Fixing Rs 28,000 (&lt; full): approvals + floor?","<b>Step:</b> Needs PRESIDENT + UPSC (the compulsory-retirement rule's sub-rule ); gratuity INCLUDED in 'pension' (Explanation); never below Rs 9,000 (the compulsory-retirement rule's sub-rule ).<br><br><b>Hinglish:</b> Katne-par-Rashtrapati-UPSC.<br><br><b>Ref:</b> Rule 40(2), (5); Example 14; Rule 40(2); Rule 40(5)",CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43,CCS_Pension Rule_40 Worked_Example CCS_Pension::Rule_40 Priority::High
CCS21-82988ff3,EX15-STEP — Day-1 provisional + 3-month final: amounts?,"<b>Step:</b> Immediate 2/3 provisional (Rs 24,000); FINAL quantum order within 3 MONTHS (the compulsory-retirement rule's sub-rule ); adjust arrears; floor guards.<br><br><b>Hinglish:</b> Turant-2/3-3-mahine-pakka.<br><br><b>Ref:</b> Rule 40(3), (4); Example 15; Rule 44; Rule 40(3)(4)-(4); Rule 40(3); Rule 40(4)",CCS_Pension_Rules_2021::03_Emoluments_Classes_Rules_31_to_43,CCS_Pension Rule_40 Timeline Worked_Example CCS_Pension::Rule_40 Priority::High
CCS21-57b0b56e,"EX16-STEP — Bachelor, no family/nomination/cert: gratuity path + rescue?",<b>Step:</b> The lapse lapse to Government; rescue ONLY via court SUCCESSION CERTIFICATE (proviso). Pension never arises.<br><br><b>Hinglish:</b> Laavaaris-Sarkar-court-bachao.<br><br><b>Ref:</b> Rule 49; Example 16,CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_49 Worked_Example CCS_Pension::Rule_49 Priority::High
CCS21-04150d97,"EX17-STEP1 — Pay-till 31.03, FIR 10.04: LATEST + payable-when?","<b>Step:</b> LATEST = 10.04; day-after start; PAYABLE after 6-MONTH bar (≈10.10) with arrears (the missing-persons rule's sub-rule, the missing-persons rule).<br><br><b>Hinglish:</b> FIR-LATEST-6-rok-baqaya.<br><br><b>Ref:</b> Rule 51; Example 17; Rule 51(8)(a); Rule 51(1)(b); Rule 51(1); Rule 51(b)",CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Timeline Worked_Example CCS_Pension::Rule_51 Priority::High
CCS21-3f54d633,EX17-STEP2 — Death gratuity for the same family: when?,<b>Step:</b> After 7 YEARS or CONCLUSIVE PROOF (the missing-persons rule's sub-rule ) — FIR + untraced alone never unlock gratuity.<br><br><b>Hinglish:</b> 7-saal-ya-pakka-saboot.<br><br><b>Ref:</b> Rule 51(8)(b); Example 17; Rule 51(8); Rule 51(b),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Rule_51 Worked_Example CCS_Pension::Rule_51 Priority::High
CCS21-18e07c22,EX18-STEP1 — Rs 5L × 7.1% × 8/12: interest + sanctioner?,"<b>Step:</b> ≈ Rs 23,667; Secy/JS 'SHALL' sanction (the interest rule's sub-rule ) — US-level void.<br><br><b>Hinglish:</b> 23-hazar-Secretary.<br><br><b>Ref:</b> Rule 65(1), (2); Example 18; Rule 65(2)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_65 Interest_On_Delay Worked_Example CCS_Pension::Rule_65 Priority::High
CCS21-21900e23,EX18-STEP2 — Payout + probe sequencing?,"<b>Step:</b> Pay within 2 MONTHS of sanction (the interest rule's sub-rule ); probe + discipline PARALLEL, never prior (interest proviso).<br><br><b>Hinglish:</b> 2-mahine-paisa-jaanch-saath.<br><br><b>Ref:</b> Rule 65(3), (4); Example 18; Rule 65(4); Rule 65(3)",CCS_Pension_Rules_2021::07_Retirement_Processing_Rules_58_to_70,CCS_Pension Rule_65 Worked_Example CCS_Pension::Rule_65 Priority::High
CCS21-b25fb418,"EX19-STEP1 — Death 05.05, claim 20.05: provisional deadline + rate + run?","<b>Step:</b> Within 15 DAYS of claim (≈04.06), ≤family-pension rate, via sanction-letter + establishment-pay, IMMEDIATE disbursal; runs 6 MONTHS from 06.05 (the death-payment rule's sub-rule ).<br><br><b>Hinglish:</b> 15-din-6-mahine-turant.<br><br><b>Ref:</b> Rule 75(1)-(3); Example 19; Rule 50(2); Rule 75(1)(3)-(3); Rule 75(1); Rule 75(3)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_75 Timeline Worked_Example CCS_Pension::Rule_75 Priority::High
CCS21-243cf95e,EX19-STEP2 — After death forwarding: gratuity? On what basis?,"<b>Step:</b> 100% death gratuity (recoverable deducted), IMMEDIATE (the death-payment rule's sub-rule ), computed on SLABS (the death-payment rule's sub-rule ) — not retirement formula.<br><br><b>Hinglish:</b> 100-maut-seedhi-turant.<br><br><b>Ref:</b> Rule 75(5)-(7); Example 19; Rule 74; Rule 45(1)(b); Rule 75(5)(6)-(6); Rule 75(7)(a); Rule 75(5); Rule 75(6); Rule 75(7); Rule 75(a)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_75 Worked_Example CCS_Pension::Rule_75 Priority::High
CCS21-ce03ca1d,DRILL — Provision vs Contract Service: servant says 'department KNEW of my contract'. Counts?,"<b>Rule:</b> NO — contract-service turns on SANCTION (approval), not knowledge. Mere awareness is worth zero.<br><br><b>Hinglish:</b> Manzoori-haan-jaankari-na.<br><br><b>Ref:</b> Rule 18; Rule 18(R18)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_18 Exam_Trap CCS_Pension::Rule_18 Priority::High
CCS21-a5158772,DRILL — Form vs Format speed-round: servant files retirement papers in 'Format 6-A'. Error?,"<b>Rule:</b> YES — it is FORM 6-A (application). FORMAT = office template (covering letter/undertaking/bond). the interpretation rule's sub-rule (k) vs (l).<br><br><b>Hinglish:</b> 6-A-Form-hai-Format-nahi.<br><br><b>Ref:</b> Rule 3(1)(k), (l); Rule 3(1)(k); Rule 3(1)",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Form Format Exam_Trap Priority::Critical
CCS21-2c4eca2f,DRILL — Senior-most officer present signs as HoO. Valid?,<b>Rule:</b> NO — Head of OFFICE ≠ senior-most officer (the interpretation rule's sub-rule (q)); HoO is the designated office-head. Wrong signatory voids gratuity-nomination acts.<br><br><b>Hinglish:</b> Senior-HoO-nahi.<br><br><b>Ref:</b> Rule 3(1)(q); Rule 46; Rule 57; Rule 60; Rule 3(1),CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Definition Exam_Trap Priority::High
CCS21-fd1160b5,DRILL — 'Pension includes DR; family pension excludes DR.' True?,"<b>Rule:</b> FALSE — BOTH exclude DR (the interpretation rule's sub-rule (t) + (i)); DR comes ONLY via the DR rule 'may be granted'. The pair differs in PAYEE, never in DR.<br><br><b>Hinglish:</b> Dono-DR-bahar.<br><br><b>Ref:</b> Rule 3(1)(t), (i); Rule 3(1)(t); Rule 52; Rule 3(1)",CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10,CCS_Pension Definition Exam_Trap Priority::Critical
CCS21-90a90c54,DRILL — QS 9y9m: gratuity-only. QS 4y9m: pension. Correct?,"<b>Rule:</b> INVERTED — 9y9m = PENSION gate (the pension rule's sub-rule ); 4y9m = GRATUITY gate (the gratuity rule's sub-rule ). Swap = zero marks.<br><br><b>Hinglish:</b> 9-pension-4-gratuity.<br><br><b>Ref:</b> Rule 44(8); Rule 45(4), (5); Rule 45(4)(5)-(5); Rule 44(4); Rule 44(5)",CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Near_Miss Exam_Trap Priority::Critical
CCS21-d7335135,DRILL — '11 years is the pension QS; 10 years the gratuity slab.' True?,<b>Rule:</b> FALSE — 10y = PENSION gate (the pension rule's sub-rule ); 11y = death-gratuity SLAB EDGE 12×→20× (the gratuity rule's sub-rule ).<br><br><b>Hinglish:</b> 10-pension-11-seedhi.<br><br><b>Ref:</b> Rule 44(1); Rule 45(1)(b); Rule 44(b),CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Near_Miss Exam_Trap Priority::High
CCS21-857001c8,DRILL — The preparation rule 'whichever is LATER' vs missing-persons 'whichever is EARLIER'. True?,"<b>Rule:</b> INVERTED — the preparation rule = EARLIER (prep-start); the missing-persons rule's sub-rule = LATEST, the missing-persons rule's sub-rule / = LATER. Direction-words are the exam's favourite swap.<br><br><b>Hinglish:</b> 56-pehle-51-baad.<br><br><b>Ref:</b> Rule 56; Rule 51; Rule 51(1)(b); Rule 51(2)(b); Rule 56(1); Rule 56(b); Rule 56(2); Rule 56(3)",CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Timeline Exam_Trap Priority::Critical
CCS21-1d4ae393,DRILL — The family-pension rule's sub-rule (2)(a)(iii) 'whichever is MORE' (7y vs 67). True?,<b>Rule:</b> FALSE — it is LESS (the SHORTER wins). Only average-emoluments use MORE-BENEFICIAL.<br><br><b>Hinglish:</b> 7-67-jo-chhota.<br><br><b>Ref:</b> Rule 50(2)(a)(iii); Rule 32; Rule 44; Rule 39(9),CCS_Pension_Rules_2021::05_Family_Pension_DR_Rules_50_to_52,CCS_Pension Exam_Trap Priority::Critical
CCS21-95bd2d80,"DRILL — The gratuity-nomination rule's sub-rule (2): family→'may', outsider→'shall'. True?",<b>Rule:</b> INVERTED — family = SHALL (mandatory); no-family outsider = MAY (permissive).<br><br><b>Hinglish:</b> Parivaar-karna-hi.<br><br><b>Ref:</b> Rule 46(2),CCS_Pension_Rules_2021::04_Pension_Gratuity_Rules_44_to_49,CCS_Pension Rule_46 Exam_Trap CCS_Pension::Rule_46 Priority::High
